name,college,height,weight,vert,broad,bench,shuttle,cone,10yd,20yd,40yd,season,position
Brandon McDonald,Memphis,70.875,181,33,118,17,4.76,7.44,1.61,2.68,4.61,2007,CB
Darrelle Revis,Pittsburgh,71.5,204,,,16,,,,,,2007,CB
Aaron Ross,Texas,72.5,193,34,118,17,4.15,6.67,1.58,2.63,4.54,2007,CB
Kenny Scott,Georgia Tech,72.875,179,40,127,10,,,1.58,2.6,4.43,2007,CB
Ryan Smith,Florida,70.25,174,,,11,,,1.75,2.8,4.72,2007,CB
Bo Smith,Weber State,70.25,193,33.5,,14,,,1.63,2.66,4.53,2007,CB
Jonathan Wade,Tennessee,70,195,40.5,126,,4.4,7.07,1.62,2.64,4.46,2007,CB
Chaz Williams,Louisiana-Monroe,71.125,196,32.5,108,13,,,1.7,2.78,4.74,2007,CB
Josh Wilson,Maryland,69.25,189,36.5,120,20,4.43,7.07,1.56,2.58,4.42,2007,CB
Eric Wright,UNLV,70.625,192,36.5,123,16,4.23,6.93,1.57,2.59,4.42,2007,CB
Zack Bowman,Texas Tech,72.125,197,30.5,122,18,4.21,7.1,1.51,2.54,4.39,2008,CB
Tyvon Branch,Connecticut,71.375,204,34,120,19,4.4,,1.47,2.49,4.31,2008,CB
Antoine Cason,Arizona,72.25,191,35.5,128,20,4.08,,1.51,2.53,4.45,2008,CB
Brandon Flowers,Virginia Tech,69.75,189,30,117,14,,,1.52,2.6,4.55,2008,CB
Wilrey Fontenot,Arizona,68.75,171,34,128,18,4.26,7.29,1.51,2.57,4.4,2008,CB
Charles Godfrey,Iowa,71.75,207,32.5,121,14,4.4,7.28,1.53,2.57,4.43,2008,CB
Michael Grant,Arkansas,70.25,186,30.5,116,14,4.1,7.08,1.5,2.54,4.37,2008,CB
Jack Ikegwuonu,Wisconsin,70.5,194,,,,,,,,,2008,CB
Chevis Jackson,LSU,72,192,36,125,13,4.15,6.96,1.5,2.58,4.52,2008,CB
Mike Jenkins,South Florida,70.25,197,34,117,18,4.4,7.21,1.54,2.55,4.38,2008,CB
Justin King,Penn State,70.875,192,34,127,14,4.31,7.14,1.47,2.5,4.31,2008,CB
Pat Lee,Colorado,72,200,31,120,15,4.3,7.07,1.46,2.53,4.41,2008,CB
Dwight Lowery,San Jose State,71.125,201,33.5,116,16,4.38,7.31,1.53,2.6,4.54,2008,CB
Leodis McKelvin,Troy,70.25,190,33.5,121,17,4.1,7.06,1.49,2.53,4.38,2008,CB
Justin McKinney,Kansas State,69.375,188,29.5,109,11,,,1.51,2.58,4.53,2008,CB
Antwaun Molden,Eastern Kentucky,72.75,198,37.5,129,23,4.14,6.85,1.5,2.55,4.39,2008,CB
Tracy Porter,Indiana,70.875,188,34,123,18,4.07,7.2,1.47,2.52,4.37,2008,CB
Matterral Richardson,Arkansas,71,194,,114,14,4.36,7.01,1.56,2.68,4.64,2008,CB
Dominique Rodgers-Cromartie,Tennessee State,73.5,184,38.5,131,17,4.17,6.74,1.49,2.51,4.33,2008,CB
Orlando Scandrick,Boise State,70,192,33.5,125,,,6.83,1.47,2.49,4.32,2008,CB
Glenn Sharpe,Miami (FL),71.625,184,37,,15,,,,,,2008,CB
Reggie Smith,Oklahoma,72.5,199,,,13,,,,,,2008,CB
Brandon Sumrall,Southern Miss,69.875,195,30.5,123,,4.1,6.76,1.57,2.67,4.6,2008,CB
Aqib Talib,Kansas,72.75,202,38,131,10,4.22,6.82,1.51,2.56,4.44,2008,CB
Darnell Terrell,Missouri,73.75,203,34,125,15,,,1.52,2.59,4.47,2008,CB
Terrell Thomas,Southern California,72.5,202,30.5,123,14,,7.18,1.45,2.54,4.45,2008,CB
DeJuan Tribble,Boston College,68.75,189,32,114,13,,,1.56,2.64,4.59,2008,CB
Justin Tryon,Arizona State,69.125,190,32.5,119,21,4.28,7.41,1.53,2.58,4.42,2008,CB
Marcus Walker,Oklahoma,70.375,191,35.5,122,,4.07,6.8,1.46,2.53,4.46,2008,CB
Terrence Wheatley,Colorado,69.625,187,36.5,128,17,4.17,6.74,1.48,2.5,4.37,2008,CB
Jonathan Wilhite,Auburn,69.5,185,33.5,119,20,,,1.46,2.5,4.38,2008,CB
Jack Williams,Kent State,69,186,35.5,121,19,,6.91,1.48,2.53,4.43,2008,CB
Trae Williams,South Florida,69,193,29.5,110,,,,1.54,2.59,4.51,2008,CB
Jonathan Zenon,LSU,71.75,191,33,,,,,1.48,2.55,4.48,2008,CB
Asher Allen,Georgia,69.5,194,35,115,22,4.3,6.93,1.6,2.66,4.65,2009,CB
Kevin Barnes,Maryland,72.25,187,38.5,128,,3.96,6.72,1.58,2.65,4.52,2009,CB
Joe Burnett,Central Florida,69.375,192,35.5,118,22,4.25,6.68,1.6,2.65,4.62,2009,CB
Darius Butler,Connecticut,70.375,183,43,134,,4.18,6.92,1.56,2.64,4.53,2009,CB
Jairus Byrd,Oregon,70.125,207,,,,,,,,,2009,CB
Don Carey,Norfolk State,71.25,192,,,18,,,1.59,2.69,4.6,2009,CB
Vontae Davis,Illinois,71.125,203,36,125,25,4.07,6.75,1.55,2.62,4.49,2009,CB
Bradley Fletcher,Iowa,72.375,196,38.5,122,20,4.29,7.04,1.58,2.62,4.54,2009,CB
Coye Francies,San Jose State,72.375,185,36,123,24,4.24,6.81,1.61,2.68,4.65,2009,CB
Macho Harris,Rutgers,71.25,198,33.5,118,,3.98,6.68,1.66,2.74,4.73,2009,CB
Cary Harris,Southern California,71.375,187,,,18,,,1.72,2.8,,2009,CB
Brandon Hughes,Oregon State,70.5,182,36.5,128,8,4.23,6.9,1.55,2.61,4.5,2009,CB
Malcolm Jenkins,Ohio State,72.125,204,33,124,15,4.08,6.59,1.6,2.67,4.59,2009,CB
D.J. Johnson,Michigan State,73.375,197,32,116,7,4.3,7,1.66,2.72,4.68,2009,CB
Bruce Johnson,Miami (FL),69.5,170,34.5,125,6,4.05,6.71,1.59,2.65,4.57,2009,CB
Keenan Lewis,Oregon State,72.875,208,33.5,123,19,,,1.59,2.62,4.55,2009,CB
Sherrod Martin,Troy,73,198,36,123,12,3.98,6.6,1.59,2.66,,2009,CB
Mike Mickens,Cincinnati,71.5,184,,,,,,,,,2009,CB
D.J. Moore,Vanderbilt,68.875,192,39.5,118,17,4.28,7.01,1.64,2.7,4.59,2009,CB
Ryan Mouton,Hawaii,69,187,39.5,129,18,,,1.53,2.57,4.56,2009,CB
Captain Munnerlyn,South Carolina,68.5,182,37.5,121,19,4.2,7.15,1.63,2.69,4.6,2009,CB
Wopamo Osaisai,Stanford,69.75,197,,,14,,,,,,2009,CB
Chris Owens,San Jose State,69.75,181,34.5,110,14,4.16,6.93,1.61,2.65,4.51,2009,CB
Ryan Palmer,Texas,68.125,190,36.5,121,16,4.29,7.12,1.66,2.74,4.65,2009,CB
Jerraud Powers,Auburn,69.125,188,36.5,122,15,4.08,7.09,1.58,2.62,4.54,2009,CB
Lydell Sargeant,Penn State,68.875,190,35,117,15,4.21,7,1.63,2.69,4.58,2009,CB
Sean Smith,Utah,75.5,214,34,119,10,4.15,6.92,1.6,2.68,4.58,2009,CB
DeAngelo Smith,Cincinnati,70.625,194,31.5,109,17,4.35,7.27,1.63,2.7,4.61,2009,CB
Alphonso Smith,Wake Forest,69,193,34,125,13,4.38,7.09,1.6,2.65,4.57,2009,CB
Morgan Trent,Michigan,72.625,193,38,127,23,4.01,7.05,1.58,2.66,4.53,2009,CB
Donald Washington,Ohio State,72.25,197,45,135,9,4.2,6.84,1.57,2.65,4.55,2009,CB
Lardarius Webb,Nicholls,69.75,179,36.5,121,15,4.1,6.77,1.56,2.59,4.46,2009,CB
Jahi Word-Daniels,Georgia Tech,72,197,35.5,122,24,,,,,,2009,CB
DeAndre Wright,New Mexico,70.75,198,34.5,122,17,4.44,7,1.59,2.64,4.62,2009,CB
Javier Arenas,Alabama,68.625,197,,112,,,,1.63,2.68,,2010,CB
Cornelius Brown,Texas-El Paso,70.875,198,31.5,118,11,4.24,6.87,1.58,2.68,4.63,2010,CB
Crezdon Butler,Clemson,71.75,191,39.5,121,17,4.23,7.08,1.57,2.61,4.49,2010,CB
Nolan Carroll,Maryland,71.5,204,,,,,,,,,2010,CB
Chris Chancellor,Clemson,69.125,177,34,115,14,4.07,6.85,1.55,2.73,4.58,2010,CB
Chris Cook,Virginia,74,212,38,132,7,4.23,6.88,1.54,2.6,4.46,2010,CB
Perrish Cox,Oklahoma State,71.375,195,32.5,113,12,,,1.65,2.73,4.63,2010,CB
Dominique Franks,Oklahoma,71,194,33.5,117,10,4.33,7.32,1.61,2.67,4.56,2010,CB
Brandon Ghee,Wake Forest,71.625,192,37,127,15,4.07,6.75,1.56,2.62,4.45,2010,CB
Marshay Green,Mississippi,68.875,180,35.5,124,,4.11,6.66,1.65,2.78,4.73,2010,CB
Joe Haden,Florida,70.75,193,35,125,18,4.34,6.94,1.6,2.72,4.62,2010,CB
Chris Hawkins,LSU,72.125,187,35,118,16,4.46,6.91,1.6,2.67,4.53,2010,CB
Brian Jackson,Oklahoma,72.625,202,35.5,120,20,4.22,6.76,1.6,2.72,4.66,2010,CB
Kareem Jackson,Alabama,70.5,196,37.5,118,13,4.14,6.92,1.55,2.61,4.48,2010,CB
A.J. Jefferson,Fresno State,72.125,193,44,126,7,4,6.72,1.59,2.65,4.51,2010,CB
Trevard Lindley,Kentucky,71.25,183,38.5,116,9,4.27,6.81,1.59,2.69,4.6,2010,CB
Devin McCourty,Rutgers,70.75,193,36,126,16,4.07,6.7,1.6,2.65,4.48,2010,CB
Sherrick McManis,Northwestern,71,195,,,,,,,,,2010,CB
Joshua Moore,Kansas State,70.875,188,36.5,122,2,4.07,6.74,1.58,2.66,4.58,2010,CB
Jerome Murphy,South Florida,72.25,196,38,127,16,4.05,6.87,1.65,2.72,4.58,2010,CB
Akwasi Owusu-Ansah,Indiana (PA),72.25,207,35.5,120,,4.32,6.84,1.58,2.64,4.47,2010,CB
David Pender,Purdue,72,180,39,124,8,,,1.6,2.63,4.47,2010,CB
Patrick Robinson,Florida State,71.25,190,39,122,15,,6.78,1.56,2.66,4.5,2010,CB
Devin Ross,Arizona,70,183,40,119,16,,7.07,1.59,2.7,4.68,2010,CB
Amari Spievey,Iowa,70.875,195,35,116,,,,1.56,2.63,4.52,2010,CB
Earl Thomas,Texas,70.25,208,,113,21,,,1.62,2.65,4.49,2010,CB
Kevin Thomas,Southern California,72,192,34.5,126,19,4.18,6.82,1.54,2.59,4.48,2010,CB
SydQuan Thompson,California,69.25,186,33,117,,4.26,6.73,,,,2010,CB
Walter Thurmond,Oregon,70.75,189,,,,,,,,,2010,CB
Alterraun Verner,UCLA,70.125,189,32,116,11,4.12,6.7,1.58,2.67,4.58,2010,CB
Stephan Virgil,Virginia Tech,70.75,183,34,113,12,4.35,7.11,1.71,2.84,4.83,2010,CB
Jamar Wall,Texas Tech,70.25,204,,,15,,,,,,2010,CB
Kyle Wilson,Boise State,70,194,,,25,,,,,,2010,CB
Cortez Allen,Citadel,73.25,197,35.5,129,18,4.01,6.76,1.57,2.6,4.53,2011,CB
Prince Amukamara,Nebraska,72,206,38,128,15,4.08,6.97,1.65,2.64,4.48,2011,CB
Niles Brinkley,Wisconsin,69.5,193,33.5,120,15,,7.23,1.63,2.69,4.57,2011,CB
Curtis Brown,Texas,71.625,185,39.5,128,10,4,6.59,1.63,2.65,4.54,2011,CB
Chykie Brown,Texas,71.25,190,36.5,120,,4,6.5,1.62,2.67,4.54,2011,CB
Jalil Brown,Colorado,72.625,204,35.5,116,24,4.25,6.85,1.62,2.67,4.57,2011,CB
Kendric Burney,North Carolina,69.375,186,32.5,112,14,,,1.73,2.81,4.82,2011,CB
Brandon Burton,Utah,71.625,190,32,118,18,4.07,6.93,1.62,2.65,4.52,2011,CB
Mario Butler,Georgia Tech,72.125,182,30.5,120,,4.37,7.09,1.69,2.76,4.71,2011,CB
Roc Carmichael,Clemson,70,192,31,116,13,4.06,6.69,1.81,2.85,4.76,2011,CB
Chimdi Chekwa,Ohio State,71.75,191,34.5,126,,,,1.52,2.56,4.38,2011,CB
Vance Cuff,Georgia,70,178,36,120,,4.09,6.91,1.66,2.68,4.55,2011,CB
Chris Culliver,South Carolina,72.375,199,38.5,123,,4.08,6.88,1.55,2.6,4.42,2011,CB
Ras-I Dowling,Virginia,73.375,198,,,19,,,1.66,2.65,4.56,2011,CB
Marcus Gilchrist,Clemson,70,195,38.5,119,26,4.12,6.81,1.64,2.66,4.54,2011,CB
Brandon Harris,Miami (FL),69.5,191,35.5,113,13,4.12,6.77,1.58,2.63,4.52,2011,CB
Brandon Hogan,West Virginia,70.25,192,,,19,,,,,,2011,CB
Davon House,New Mexico State,72.5,200,33.5,109,14,4.12,6.65,1.58,2.63,4.49,2011,CB
Curtis Marsh,Utah State,72.5,197,37.5,123,12,4.07,6.87,1.6,2.64,4.51,2011,CB
Byron Maxwell,Clemson,72.25,202,33,124,24,,,1.58,2.61,4.52,2011,CB
Andrew McGee,Oklahoma State,71.25,195,34,117,,,,1.65,2.75,4.8,2011,CB
Johnny Patrick,Louisville,70.625,191,32,110,13,4.16,,1.65,2.71,4.63,2011,CB
Patrick Peterson,LSU,72.25,219,38,126,15,4.07,6.58,1.57,2.58,4.38,2011,CB
Justin Rogers,Richmond,70.5,180,33,114,14,4.2,7.21,1.64,2.66,4.57,2011,CB
Chris Rucker,Michigan State,72.5,195,,,10,,,,,,2011,CB
Kevin Rutland,Missouri,71.625,190,35.5,118,12,4.15,6.92,1.7,2.77,4.66,2011,CB
Richard Sherman,Stanford,74.625,195,38,125,16,4.33,6.82,1.61,2.65,4.6,2011,CB
Buster Skrine,Chattanooga,69.5,186,37,122,20,3.9,6.44,1.62,2.64,4.5,2011,CB
Jimmy Smith,Colorado,74.25,211,36,123,24,4.06,6.93,1.59,2.63,4.47,2011,CB
Josh Thomas,Buffalo,70.25,191,38.5,126,13,4.15,6.99,1.6,2.73,4.63,2011,CB
Brandyn Thompson,Boise State,69.25,189,33.5,114,13,4.12,6.66,1.64,2.68,4.57,2011,CB
Devon Torrence,Ohio State,71.625,199,33,111,,4.09,6.95,1.7,2.79,4.74,2011,CB
Demarcus Van Dyke,Miami (FL),72.75,176,33.5,121,5,4.09,6.97,1.58,2.58,4.37,2011,CB
Aaron Williams,Texas,71.875,204,37.5,127,18,4.07,6.72,1.6,2.69,4.62,2011,CB
Shareece Wright,Southern California,70.875,185,34.5,113,16,,,1.63,2.68,4.56,2011,CB
Bill Bentley,Colorado,70,182,31.5,114,13,4.5,6.99,1.58,2.6,4.47,2012,CB
Robert Blanton,Notre Dame,72.75,208,34,116,12,3.97,6.71,1.58,2.7,4.7,2012,CB
Omar Bolden,Arizona State,70.375,202,,,24,,,,,,2012,CB
Brandon Boykin,Georgia,69.5,182,,,,,,,,,2012,CB
Ron Brooks,LSU,70,190,38,120,12,,,1.64,2.66,,2012,CB
Charles Brown,North Carolina,69,202,35.5,114,18,4.06,6.94,1.62,2.65,4.63,2012,CB
Morris Claiborne,LSU,71.125,188,34.5,118,,4.12,7.01,1.57,2.61,4.5,2012,CB
Alfonzo Dennard,Nebraska,70,204,37,121,,,,1.61,2.64,4.55,2012,CB
Antonio Fenelus,Wisconsin,67.875,190,32,109,20,4.2,6.8,1.65,2.73,4.68,2012,CB
Jamell Fleming,Oklahoma,70.625,206,34,125,23,3.97,6.71,1.59,2.63,4.53,2012,CB
Terrence Frederick,Texas AM,70.125,187,35,121,16,4.03,6.59,1.59,2.6,4.54,2012,CB
Stephon Gilmore,South Carolina,72.5,190,36,123,15,3.94,6.61,1.52,2.54,4.4,2012,CB
Mike Harris,Florida State,70.25,188,36,117,,4.07,6.81,1.69,2.77,4.68,2012,CB
Cliff Harris,Oregon,71.125,175,36,118,14,4.19,6.79,1.62,2.7,4.64,2012,CB
Casey Hayward,Vanderbilt,71.375,192,34,119,19,3.9,6.76,1.62,2.65,4.57,2012,CB
Jayron Hosley,Virginia Tech,70,178,,,11,,,1.57,2.57,4.47,2012,CB
Asa Jackson,Cal Poly,70,191,34.5,118,19,4.03,6.97,1.59,2.62,4.49,2012,CB
Janoris Jenkins,North Alabama,70,193,33.5,121,,4.13,6.95,1.55,2.58,4.46,2012,CB
Leonard Johnson,Iowa State,69.875,196,32,120,15,4.15,6.96,1.64,2.73,4.71,2012,CB
Trumaine Johnson,Montana,73.875,204,35.5,122,19,4.15,7.2,1.66,2.71,4.61,2012,CB
Jeremy Jones,Wayne State (MI),69.5,197,31.5,116,20,4.18,7.14,1.65,2.72,4.66,2012,CB
Coryell Judie,Texas AM,71.75,194,37,126,,4.25,7.33,1.56,2.65,4.48,2012,CB
Dre Kirkpatrick,Alabama,73.625,186,35,120,,,,1.56,2.72,4.57,2012,CB
DAnton Lynn,Penn State,71.875,206,31.5,111,17,,,1.77,,4.77,2012,CB
DeQuan Menzie,Alabama,70.75,202,33,116,,,,1.66,2.79,4.74,2012,CB
Chase Minnifield,Virginia,70.375,183,,,7,,,,,,2012,CB
Josh Norman,Coastal Carolina,72.25,197,33,124,14,4.23,7.09,1.59,2.72,4.66,2012,CB
Micah Pellerin,Hampton,72.375,194,33,116,14,,,1.65,2.72,4.61,2012,CB
Chaz Powell,Penn State,72.375,203,33,121,17,4.16,6.84,1.57,2.65,4.53,2012,CB
Shaun Prater,Iowa,70.125,190,,,14,,,,,,2012,CB
DeAndre Presley,Appalachian State,69.875,185,32,114,8,4.28,7.19,1.66,2.75,4.64,2012,CB
Antwuan Reed,Pittsburgh,69.75,188,36.5,124,14,4.2,,1.65,2.73,4.63,2012,CB
Josh Robinson,Central Florida,70.125,199,38.5,133,17,3.97,6.55,1.51,2.55,4.33,2012,CB
Coty Sensabaugh,Clemson,71.25,189,37,122,15,4.06,6.6,1.6,,4.42,2012,CB
Ryan Steed,Furman,70.5,195,34,121,12,4.22,6.94,1.66,2.77,4.68,2012,CB
Trevin Wade,Arizona,70.375,192,34.5,116,18,4,6.87,1.63,,4.59,2012,CB
Johnny Adams,Michigan State,70.25,185,,,16,,,1.58,2.61,4.48,2013,CB
Robert Alford,Southeastern Louisiana,70.125,188,40,132,17,4.23,6.89,1.54,2.54,4.39,2013,CB
David Amerson,North Carolina State,73,205,35.5,127,15,,,1.57,2.58,4.44,2013,CB
Marc Anthony,California,71.375,196,35,118,12,4.07,6.74,1.65,2.7,4.63,2013,CB
Johnthan Banks,Mississippi State,74,185,34,125,10,4.27,6.97,1.64,2.7,4.61,2013,CB
Adrian Bushell,Louisville,69.375,186,33,116,17,4.25,6.92,1.59,2.65,4.58,2013,CB
Sanders Commings,Georgia,72.125,216,34.5,117,,4.3,7.1,1.59,2.6,4.41,2013,CB
Will Davis,Utah State,71.25,186,35.5,127,16,4.02,6.52,1.53,2.6,4.51,2013,CB
Mike Edwards,Hawaii,69,189,36,124,14,4.18,6.94,1.63,2.69,4.56,2013,CB
Dwayne Gratz,Connecticut,71.125,201,38,125,22,4.15,6.7,1.6,2.62,4.47,2013,CB
Terry Hawthorne,Illinois,71.75,195,35.5,116,13,,,1.57,2.6,4.44,2013,CB
D.J. Hayden,Houston,71.125,191,,,,,,,,,2013,CB
Aaron Hester,UCLA,73.625,198,29,112,,4.33,7.26,1.6,2.66,4.62,2013,CB
Micah Hyde,Iowa,71.75,197,33,121,12,4.2,6.78,1.65,2.7,4.56,2013,CB
Josh Johnson,Purdue,69.375,199,35,114,16,4.25,6.99,1.69,2.73,4.65,2013,CB
Tyrann Mathieu,LSU,68.75,186,34,117,4,4.14,6.87,1.56,2.61,4.5,2013,CB
Demetrius McCray,Appalachian State,72.875,187,36,126,4,4.32,7.17,1.58,2.65,4.54,2013,CB
Leon McFadden,San Diego State,69.625,193,34.5,119,10,4.27,6.81,1.59,2.65,4.54,2013,CB
Brandon McGee,Miami (FL),71,193,33.5,119,14,4.18,6.71,1.55,2.57,4.4,2013,CB
Dee Milliner,Alabama,71.875,201,36,122,,4.32,6.95,1.52,2.54,4.37,2013,CB
Jordan Poyer,Oregon State,71.875,191,30.5,118,8,4.18,6.87,1.51,2.59,4.54,2013,CB
Greg Reid,Florida State,68.25,190,,,10,,,,,,2013,CB
Xavier Rhodes,Florida State,73.5,210,40.5,132,14,,,1.58,2.59,4.43,2013,CB
Nickell Robey,Southern California,67.25,169,37.5,127,10,4.09,6.74,1.58,2.64,4.53,2013,CB
Logan Ryan,Rutgers,71.125,191,32.5,116,14,4.06,6.69,1.58,2.65,4.56,2013,CB
Tharold Simon,LSU,74,202,34,128,9,,,1.58,2.63,4.51,2013,CB
Darius Slay,Mississippi State,71.875,192,35.5,124,14,4.21,6.9,1.54,2.56,4.36,2013,CB
Dax Swanson,Sam Houston State,70,186,33,122,15,,,1.61,2.67,4.56,2013,CB
Rod Sweeting,Georgia Tech,71.25,189,37,124,11,,,1.54,2.56,4.42,2013,CB
Jamar Taylor,Boise State,70.625,192,35,127,22,4.06,6.82,1.53,2.57,4.39,2013,CB
Desmond Trufant,Washington,71.625,190,37.5,125,16,3.85,,1.5,2.54,4.38,2013,CB
B.W. Webb,William & Mary,70.25,184,40.5,132,14,3.84,6.82,1.59,2.63,4.51,2013,CB
Kayvon Webster,South Florida,70.5,195,35,125,14,,,1.53,2.56,4.41,2013,CB
Steve Williams,California,68.875,181,40.5,128,12,4.1,6.89,1.55,2.58,4.42,2013,CB
Khalid Wooten,Indiana,71,210,33.5,117,17,4.18,6.95,1.62,2.66,4.53,2013,CB
Blidi Wreh-Wilson,Connecticut,72.75,195,36,128,14,4.12,6.97,1.58,2.64,4.53,2013,CB
Ricardo Allen,Purdue,69.125,187,35.5,117,13,4.15,,1.66,2.72,4.61,2014,CB
Deion Belue,Alabama,70.75,182,,,11,,,,,,2014,CB
Bene Benwikere,San Jose State,70.75,195,40.5,122,10,4.38,6.94,1.65,2.72,4.63,2014,CB
Bashaud Breeland,Clemson,71.375,197,34.5,123,11,4.33,7.04,1.64,2.7,4.62,2014,CB
Travis Carrie,Ohio,71.625,206,,,17,,,,,,2014,CB
Ross Cockrell,Duke,72,191,36.5,122,10,4.32,7.28,1.64,2.71,4.56,2014,CB
Aaron Colvin,Oklahoma,71.375,177,,,,,,,,,2014,CB
Chris Davis,Auburn,69.875,202,,,15,,,,,,2014,CB
Darqueze Dennard,Michigan State,70.875,199,,,15,,,1.63,2.65,4.51,2014,CB
Pierre Desir,Lindenwood,73,198,35,133,11,4.3,6.86,1.59,2.67,4.59,2014,CB
Brandon Dixon,Northwest Missouri,71.5,203,32.5,117,17,4.27,7.15,1.56,2.59,4.41,2014,CB
Antone Exum,Virginia Tech,71.625,213,35,117,17,4.13,7.05,1.61,2.69,4.59,2014,CB
Kyle Fuller,Virginia Tech,71.75,190,38.5,128,12,4.19,6.9,1.59,2.61,4.49,2014,CB
Phillip Gaines,Rice,72.375,193,36.5,122,11,4.04,6.62,1.49,2.57,4.38,2014,CB
E.J. Gaines,Missouri,69.625,190,,,15,,,,,,2014,CB
Justin Gilbert,Oklahoma State,72.125,202,35.5,126,20,,6.92,1.54,2.57,4.37,2014,CB
Demetri Goodson,Baylor,71,194,37,123,11,4.34,6.8,1.62,2.67,4.52,2014,CB
Andre Hal,Vanderbilt,70.375,188,35.5,119,15,4.27,7.14,1.57,2.63,4.5,2014,CB
Victor Hampton,South Carolina,69,197,33.5,118,20,4.2,7.01,1.7,2.78,4.69,2014,CB
Bennett Jackson,Notre Dame,71.875,195,38,128,13,4,6.75,1.6,2.65,4.51,2014,CB
Kendall James,Maine,70.5,180,39,,9,4.19,6.81,1.54,2.61,4.44,2014,CB
Stanley Jean-Baptiste,Nebraska,74.625,218,41.5,128,13,4.33,,1.58,2.67,4.61,2014,CB
Dontae Johnson,North Carolina State,74.125,200,38.5,124,12,4.24,6.82,1.57,2.62,4.45,2014,CB
Lamarcus Joyner,Florida State,68,184,37.5,124,14,4.4,7.26,1.59,2.68,4.55,2014,CB
Nevin Lawson,Utah State,69.5,190,33,120,16,4.4,7.12,1.63,2.66,4.48,2014,CB
Dexter McDougle,Maryland,70.25,196,,,,,,,,,2014,CB
Keith McGill,Utah,75.375,211,39,129,,4.18,7.29,1.63,2.65,4.51,2014,CB
Terrance Mitchell,Oregon,71.125,192,34,117,,4,6.57,1.59,2.68,4.63,2014,CB
Jabari Price,North Carolina,70.625,200,,,16,4.3,7.04,1.55,2.6,4.45,2014,CB
Loucheiz Purifoy,Florida,71.5,190,35.5,120,6,,,1.61,2.71,4.61,2014,CB
Keith Reaser,Florida Atlantic,70.75,189,,,22,,,,,,2014,CB
Rashaad Reynolds,Oregon State,69.875,189,37.5,123,20,4,6.72,1.51,2.62,4.51,2014,CB
Marcus Roberson,Florida,72.25,191,37.5,120,8,4.08,6.84,1.59,2.65,4.61,2014,CB
Bradley Roby,Ohio State,71.25,194,38.5,124,17,4.04,,1.52,2.56,4.39,2014,CB
Jemea Thomas,Georgia Tech,69.25,192,37,125,19,,,1.57,2.64,4.55,2014,CB
Jason Verrett,Texas Christian,69.5,189,39,128,,4,6.69,1.5,2.54,4.38,2014,CB
Todd Washington,Southeastern Louisiana,71.375,196,,,13,,,,,,2014,CB
Jaylen Watkins,Florida,71.5,194,,,22,,,1.5,2.56,4.41,2014,CB
Lavelle Westbrooks,Georgia Southern,71.5,186,36,121,15,4.27,6.98,1.62,2.7,4.63,2014,CB
Alex Carter,Stanford,72.125,196,40,121,17,4.07,7.05,1.6,2.64,4.51,2015,CB
Donald Celiscar,Western Michigan,70.875,194,,120,,,,1.64,2.71,4.62,2015,CB
Justin Coleman,Tennessee,70.625,185,37.5,124,20,3.98,6.61,1.54,2.6,4.53,2015,CB
Jalen Collins,LSU,73.5,203,36,124,,4.27,6.77,1.61,2.63,4.48,2015,CB
Justin Cox,Mississippi State,72.625,191,38,129,15,4.07,7.05,1.53,2.56,4.36,2015,CB
Ronald Darby,Florida State,70.625,193,41.5,129,12,4.14,6.94,1.53,2.56,4.38,2015,CB
Quandre Diggs,Texas,69.125,196,35.5,113,17,4.15,7.22,1.65,2.7,4.56,2015,CB
Lorenzo Doss,Tulane,70.375,182,33.5,115,9,4.26,7.2,1.55,2.61,4.5,2015,CB
Ifo Ekpre-Olomu,Oregon,69.125,192,,,,,,,,,2015,CB
Charles Gaines,Louisville,69.875,180,34.5,123,,4.2,7.07,1.56,2.59,4.44,2015,CB
Jacoby Glenn,Central Florida,72,179,34,123,,4.26,6.97,1.63,2.7,4.64,2015,CB
Senquez Golson,Mississippi,68.625,176,33.5,120,15,4.2,6.81,1.54,2.59,4.46,2015,CB
Doran Grant,Ohio State,70.25,200,33,116,21,4.33,,1.52,2.57,4.44,2015,CB
Troy Hill,Oregon,70.25,180,32.5,120,,4.21,6.81,1.6,2.66,4.55,2015,CB
Kevin Johnson,Wake Forest,72.25,188,41.5,130,,3.89,6.79,1.59,2.63,4.52,2015,CB
Byron Jones,Connecticut,72.625,199,44.5,147,,3.94,6.78,,,,2015,CB
Craig Mager,Texas State,71.5,201,38,130,17,4.07,6.83,1.53,2.58,4.44,2015,CB
Nick Marshall,Auburn,73.5,207,37.5,124,12,4.15,6.96,1.6,2.65,4.54,2015,CB
Bobby McCain,Memphis,69.5,195,36,130,17,3.82,6.8,1.59,2.63,4.51,2015,CB
Steven Nelson,Oregon State,70.125,197,34.5,115,19,4.07,6.88,1.57,2.63,4.49,2015,CB
Garry Peters,Clemson,71.75,191,32.5,119,7,4,6.8,1.58,2.68,4.61,2015,CB
Marcus Peters,Washington,71.625,197,37.5,121,17,4.08,7.08,1.6,2.66,4.53,2015,CB
Quinten Rollins,Miami (OH),71.125,195,36.5,122,14,4.28,7.1,1.61,2.67,4.57,2015,CB
Eric Rowe,Utah,72.75,205,39,125,19,3.97,6.7,1.56,2.61,4.45,2015,CB
